縣市,行政區,建物類別名稱,交易季,交易量(棟),成交行情(萬/坪),市場開價(萬/坪),銷售天期(天),買賣議價率(%)
臺南市,中西區,透天厝,2025Q3,22,34.59,50.1,119,19.7%
高雄市,楠梓區,透天厝,2025Q1,65,40.68,48.06,148,15.1%
新北市,樹林區,公寓,2024Q2,86,29.46,36.27,91,12.5%
臺中市,龍井區,透天厝,2024Q4,51,27.39,38.2,110,14.2%
新北市,汐止區,公寓,2025Q2,58,30.02,40.75,114,18.1%
新北市,八里區,透天厝,2025Q3,2,28.72,42.18,208,17.9%
臺南市,東區,透天厝,2024Q1,98,39.73,48.51,122,14.4%
新北市,三峽區,公寓,2024Q2,30,27.17,34.57,46,13.2%
新北市,泰山區,公寓,2025Q2,16,30.05,40.76,110,13.5%
高雄市,前鎮區,公寓,2025Q4,18,15.32,22.22,170,16.5%
高雄市,前金區,公寓,2025Q2,3,29.61,29.03,140,15.1%
高雄市,鹽埕區,公寓,2025Q2,3,17.41,23.12,NULL,NULL
新北市,林口區,住宅大樓,2024Q1,398,44.41,47.19,74,8.5%
新北市,中和區,透天厝,2024Q4,9,83.94,107.26,138,11.7%
高雄市,左營區,透天厝,2025Q1,28,37.28,56.04,142,18%
新北市,泰山區,住宅大樓,2025Q3,48,47.12,49.45,98,11.7%
高雄市,鹽埕區,公寓,2024Q4,6,17.16,24.26,129,15.5%
新北市,板橋區,住宅大樓,2025Q3,333,66.88,70.14,117,12.2%
臺中市,中區,公寓,2025Q1,2,14.88,33.46,NULL,NULL
新北市,樹林區,住宅大樓,2024Q3,135,41.5,44.28,82,8.4%
臺中市,豐原區,住宅大樓,2025Q4,29,32.78,33.19,169,12.6%
臺中市,南區,透天厝,2024Q2,67,44.53,54.41,107,12.7%
臺南市,新市區,住宅大樓,2024Q3,59,30.15,34.16,73,9.4%
臺中市,南區,公寓,2025Q4,9,19.31,27.95,89,16.7%
新北市,板橋區,公寓,2024Q4,205,44.9,57.62,90,16.3%
高雄市,鹽埕區,住宅大樓,2025Q3,16,20.61,44.33,150,16.4%
新北市,汐止區,公寓,2024Q3,69,32.05,40.93,74,14.2%
新北市,永和區,透天厝,2025Q4,1,85,130.73,NULL,NULL
新北市,中和區,透天厝,2025Q1,13,71.54,110.16,127,17.2%
臺中市,龍井區,透天厝,2024Q3,64,32.92,40.67,144,13.1%
臺北市,中正區,住宅大樓,2024Q4,113,104.89,119.28,95,11%
高雄市,鳳山區,公寓,2024Q1,80,16.78,21.72,127,18.2%
臺南市,仁德區,透天厝,2024Q2,75,28.8,38.6,126,10.8%
桃園市,大園區,住宅大樓,2025Q1,241,24.04,41.56,107,11.3%
新北市,永和區,透天厝,2025Q1,3,67.38,130.34,NULL,NULL
臺北市,內湖區,透天厝,2024Q4,5,111.88,95.91,139,18.6%
臺南市,新化區,住宅大樓,2024Q1,25,22.71,27.44,96,13.7%
臺南市,歸仁區,住宅大樓,2025Q1,88,32.18,33.76,112,13.6%
臺中市,烏日區,住宅大樓,2024Q1,210,35.72,35.62,78,8.8%
新北市,林口區,住宅大樓,2024Q4,184,49.61,53.64,77,10.7%
臺北市,南港區,透天厝,2025Q2,1,52.94,138.69,NULL,NULL
新北市,中和區,透天厝,2025Q4,2,59.85,93.85,180,6.3%
臺北市,萬華區,公寓,2024Q3,58,51.86,63.96,70,15.8%
臺北市,中正區,透天厝,2025Q1,1,82.82,204.21,NULL,NULL
臺南市,歸仁區,透天厝,2024Q1,65,26.05,36.97,103,15.6%
臺北市,士林區,住宅大樓,2024Q1,167,79.93,83.95,111,10.5%
臺南市,永康區,住宅大樓,2025Q3,162,25.84,29.19,128,14.2%
臺北市,大安區,公寓,2025Q4,18,101.61,104.13,140,10.2%
臺中市,豐原區,公寓,2024Q2,8,20.35,27.81,113,11.4%
新北市,蘆洲區,公寓,2025Q3,46,39.4,48.9,126,14.5%
高雄市,前金區,住宅大樓,2025Q1,67,30.22,38.73,82,12.3%
臺北市,文山區,住宅大樓,2025Q3,129,70,76.35,96,12.9%
臺南市,新營區,透天厝,2025Q1,45,22.36,28.54,125,15.7%
高雄市,前金區,透天厝,2024Q2,11,34.79,57.26,132,16.5%
新北市,汐止區,透天厝,2025Q3,8,41.1,49.03,87,15.8%
臺南市,新營區,公寓,2025Q1,9,9.09,18.05,128,22%
新北市,汐止區,公寓,2024Q4,55,34.06,41.21,114,16.4%
高雄市,苓雅區,住宅大樓,2024Q4,187,27.43,33.62,90,14%
臺北市,中正區,住宅大樓,2024Q3,151,105.79,117.75,86,11%
臺南市,東區,住宅大樓,2025Q1,139,29.51,33.24,115,14.3%
新北市,淡水區,公寓,2025Q4,29,23.05,28.03,138,17.8%
新北市,汐止區,住宅大樓,2025Q2,284,46.06,50.59,103,12.9%
臺北市,信義區,公寓,2024Q2,138,70.38,84.22,110,11.5%
新北市,八里區,透天厝,2024Q4,7,30.05,45.62,111,10.8%
臺中市,大里區,公寓,2025Q2,11,18.7,26.58,75,14.8%
臺中市,東區,透天厝,2025Q4,6,55.72,51.77,133,15.6%
高雄市,小港區,公寓,2024Q2,61,13.52,18.83,110,16.3%
新北市,八里區,公寓,2025Q1,5,20.96,29.34,24,13.5%
臺南市,佳里區,透天厝,2025Q4,19,23.14,27.06,110,22.9%
臺南市,東區,透天厝,2024Q2,115,36.59,50.19,116,15.1%
臺中市,大里區,住宅大樓,2024Q4,109,30.28,33.67,87,11.7%
臺北市,內湖區,透天厝,2024Q3,12,104.02,104.72,138,15.1%
高雄市,橋頭區,透天厝,2024Q4,16,29.64,42.76,82,19.2%
新北市,中和區,住宅大樓,2025Q2,355,60.63,65.53,112,11.6%
臺中市,神岡區,公寓,2025Q2,2,22.36,29.37,123,11.6%
臺南市,善化區,公寓,2024Q4,1,34.55,34.25,NULL,NULL
臺北市,松山區,公寓,2025Q1,36,77.32,94.67,105,12.9%
桃園市,龜山區,住宅大樓,2024Q3,600,39.99,43.88,60,8.8%
高雄市,苓雅區,住宅大樓,2025Q1,178,28.94,33.26,126,13.9%
新北市,板橋區,公寓,2024Q3,236,46.1,57.19,88,14.6%
高雄市,左營區,公寓,2025Q2,12,18.28,23.95,91,13.8%
高雄市,鹽埕區,公寓,2024Q3,6,19,23.25,114,26.3%
臺北市,內湖區,公寓,2025Q2,84,58.63,69.42,83,14%
新北市,土城區,住宅大樓,2025Q4,75,52.7,57.8,127,12.1%
新北市,土城區,公寓,2024Q1,139,38.36,45.35,118,11.7%
臺中市,潭子區,透天厝,2025Q1,44,36.33,51.67,134,15%
臺南市,永康區,透天厝,2025Q2,93,30,39.27,144,18.2%
桃園市,中壢區,公寓,2024Q3,103,21.38,27.77,89,15.4%
臺中市,北區,公寓,2024Q4,44,23.19,31.22,99,13.9%
新北市,永和區,公寓,2025Q2,69,50.55,59.55,97,12.4%
臺中市,大雅區,透天厝,2024Q2,59,36.12,43.27,89,10.2%
臺中市,南區,住宅大樓,2025Q1,156,32.51,37.71,107,10.5%
臺南市,安南區,公寓,2024Q4,14,13.63,25.93,164,19.4%
臺北市,信義區,住宅大樓,2024Q3,166,101.6,115.96,89,9.9%
桃園市,大園區,公寓,2024Q4,6,16.35,27.82,78,15.2%
臺中市,大雅區,公寓,2024Q4,5,19.83,27.41,137,36.1%
臺中市,南屯區,住宅大樓,2025Q1,229,39.59,44.39,117,12.2%
臺北市,大安區,公寓,2024Q2,93,88.01,103.97,73,9.6%
桃園市,八德區,住宅大樓,2025Q2,166,33.49,35.01,112,12.4%
高雄市,橋頭區,住宅大樓,2024Q3,69,32.88,34.69,74,6.8%
臺北市,萬華區,住宅大樓,2025Q1,102,69.8,81.85,112,10.5%
臺南市,中西區,公寓,2024Q1,10,16.88,22.89,75,13.1%
臺南市,東區,公寓,2025Q2,14,20.96,24.67,120,14.2%
新北市,深坑區,透天厝,2025Q1,2,27.05,46.82,222,37.4%
高雄市,岡山區,公寓,2024Q3,2,17.05,24.03,28,13.3%
臺中市,大里區,住宅大樓,2024Q3,143,29.56,33.05,75,9.6%
桃園市,楊梅區,公寓,2025Q1,24,14.18,20.21,93,19.8%
臺中市,中區,透天厝,2025Q1,8,51.14,56.09,NULL,NULL
臺北市,內湖區,公寓,2025Q4,24,61.1,68.05,87,14.7%
高雄市,楠梓區,公寓,2024Q4,35,17.35,22.9,69,19.9%
臺中市,大里區,住宅大樓,2024Q1,185,31.3,31.89,86,8.7%
高雄市,仁武區,住宅大樓,2025Q4,40,29.62,33.4,150,17.7%
臺南市,善化區,住宅大樓,2025Q2,44,30.91,34.09,119,11.4%
高雄市,左營區,住宅大樓,2024Q3,524,36.38,37.23,62,8.1%
臺中市,北屯區,透天厝,2025Q2,85,43.19,59.32,141,17.1%
高雄市,岡山區,住宅大樓,2025Q3,34,25.32,29.35,125,18.9%
臺北市,中山區,公寓,2025Q4,14,70.12,88.18,91,14%
臺北市,萬華區,公寓,2024Q4,58,49.23,65.96,93,21.1%
臺南市,安平區,住宅大樓,2025Q4,65,27,33.36,137,15.5%
臺南市,中西區,住宅大樓,2024Q3,94,27.58,31.86,80,11.5%
臺中市,北區,住宅大樓,2025Q2,233,29.9,37.86,116,14.8%
新北市,新莊區,公寓,2025Q2,130,39.06,48.47,121,16.4%
臺中市,太平區,公寓,2024Q2,27,19.6,24.71,79,10.9%
新北市,鶯歌區,住宅大樓,2025Q3,33,35.09,38.55,138,12.4%
新北市,泰山區,透天厝,2025Q1,2,50.88,72.05,88,17.4%
新北市,三重區,住宅大樓,2024Q4,285,63.09,66.53,68,11.4%
臺中市,龍井區,住宅大樓,2025Q3,37,26.71,33.96,97,7.9%
桃園市,八德區,公寓,2024Q1,48,19.44,25.61,115,15.9%
新北市,樹林區,公寓,2025Q4,11,27.63,36.99,149,18.6%
臺南市,東區,住宅大樓,2025Q4,105,29.36,32.42,132,15.5%
臺南市,新市區,透天厝,2025Q2,14,28.21,36.09,134,13.7%
新北市,三峽區,住宅大樓,2024Q2,304,42.08,41.45,73,8.2%
高雄市,橋頭區,透天厝,2024Q2,34,37.12,40.53,107,12.7%
新北市,深坑區,透天厝,2025Q4,1,53.85,45.49,NULL,NULL
臺南市,安平區,公寓,2024Q2,2,11.29,25.25,139,34.3%
新北市,新莊區,住宅大樓,2025Q2,394,55.61,58.19,104,11.3%
新北市,永和區,住宅大樓,2025Q3,103,66.16,72.7,115,12.6%
臺南市,新營區,住宅大樓,2024Q4,56,21.14,21.36,83,14.7%
臺南市,佳里區,住宅大樓,2024Q3,26,21.13,25.26,99,9.4%
臺北市,大安區,公寓,2025Q1,63,89.53,106.67,94,12.9%
新北市,淡水區,住宅大樓,2024Q1,1271,30.99,33.38,100,9.6%
臺中市,烏日區,透天厝,2025Q2,27,41.09,53.47,107,21.3%
新北市,八里區,住宅大樓,2025Q2,69,30.83,33.43,89,12.8%
高雄市,楠梓區,公寓,2025Q3,19,15.32,21.58,147,19%
臺南市,安南區,公寓,2025Q3,6,15.22,23.15,136,17.2%
高雄市,苓雅區,住宅大樓,2025Q2,147,28.5,32.9,100,13.2%
臺中市,東區,住宅大樓,2024Q3,89,37.59,39.32,95,9.4%
臺中市,南屯區,住宅大樓,2025Q3,170,37.38,42.95,142,13.3%
臺北市,士林區,住宅大樓,2024Q4,106,82.55,88.21,114,12.7%
臺北市,大同區,透天厝,2024Q2,9,152.21,170.41,NULL,NULL
臺南市,歸仁區,住宅大樓,2025Q4,29,33.05,34.55,116,15.6%
桃園市,楊梅區,公寓,2025Q4,6,12.41,20.14,150,22.8%
高雄市,楠梓區,透天厝,2024Q4,55,31.18,45.64,95,12.4%
高雄市,苓雅區,透天厝,2024Q1,67,42.46,52.51,133,16.9%
臺北市,萬華區,住宅大樓,2024Q4,135,68.42,82.05,96,11.5%
臺中市,豐原區,住宅大樓,2024Q2,108,29.5,33.61,84,9%
臺中市,神岡區,透天厝,2024Q3,41,36.24,42.85,115,12.5%
臺北市,中正區,住宅大樓,2025Q2,105,105.77,121.55,100,12%
新北市,板橋區,透天厝,2024Q1,21,79.5,115.05,111,16.7%
臺中市,大雅區,公寓,2025Q2,3,19.09,23.61,131,23.3%
臺南市,東區,公寓,2024Q4,14,19.04,24.33,108,15.9%
臺南市,安南區,透天厝,2025Q3,99,28.55,38.89,145,18.3%
臺北市,內湖區,透天厝,2025Q2,4,135.72,105.76,54,5%
臺南市,新化區,住宅大樓,2025Q3,10,18.99,25.45,80,14.5%
臺中市,南屯區,公寓,2024Q3,2,28.44,37.64,93,11.9%
臺中市,潭子區,透天厝,2025Q3,33,39.86,51.27,119,12.4%
臺南市,新市區,透天厝,2024Q4,15,30.92,37.46,193,19.5%
臺北市,文山區,住宅大樓,2025Q1,139,71.56,75.1,74,10.5%
高雄市,三民區,透天厝,2025Q4,42,43.41,48.3,115,16.5%
桃園市,蘆竹區,透天厝,2025Q2,32,40.39,47.57,148,20.2%
高雄市,岡山區,透天厝,2024Q3,57,35.65,42.81,111,13.5%
高雄市,苓雅區,公寓,2025Q1,54,19.3,23.28,98,16.1%
新北市,樹林區,公寓,2025Q1,31,31.8,40.34,89,16%
臺中市,南區,公寓,2025Q1,17,25.68,31.53,149,12.7%
高雄市,苓雅區,公寓,2024Q4,50,20.08,23.07,81,13.2%
新北市,新莊區,公寓,2024Q4,128,39.57,48.54,95,16.3%
臺南市,新化區,透天厝,2024Q3,15,31.21,36.85,104,20.5%
臺中市,南屯區,透天厝,2024Q3,55,56.44,64.06,120,11.5%
桃園市,八德區,住宅大樓,2025Q1,168,33.9,35.12,108,10.7%
臺南市,中西區,透天厝,2024Q4,28,30.98,50.56,134,17%
高雄市,前金區,公寓,2024Q4,4,26.43,30.1,12,17.2%
新北市,五股區,透天厝,2025Q4,4,60.19,49.61,188,14.3%
高雄市,仁武區,公寓,2024Q4,3,21.78,27.2,99,17.3%
高雄市,新興區,住宅大樓,2024Q2,211,30.24,33.17,66,11.7%
臺北市,大同區,住宅大樓,2024Q1,162,83.3,85.6,97,10%
臺中市,西區,透天厝,2024Q4,39,56.58,80.23,157,16.3%
臺北市,中正區,公寓,2025Q3,22,84.22,94.86,119,15.9%
臺中市,豐原區,透天厝,2024Q1,109,33.48,49.72,113,12.1%
臺中市,神岡區,透天厝,2025Q4,11,29.5,36.65,70,17.9%
臺中市,南區,住宅大樓,2025Q3,141,31.8,36.81,123,13.3%
臺中市,大里區,公寓,2024Q2,17,19.41,26.84,139,9.9%
臺南市,北區,公寓,2024Q1,13,15.36,20.47,137,14.5%
高雄市,苓雅區,住宅大樓,2024Q3,315,30.07,33.72,90,10.9%
臺北市,士林區,公寓,2024Q2,140,56.62,69.24,96,12.4%
新北市,板橋區,公寓,2025Q1,180,46.25,56.94,118,16.5%
臺中市,潭子區,住宅大樓,2025Q4,34,30.23,33.55,157,13.6%
新北市,五股區,公寓,2025Q3,19,27.31,35.16,105,17.3%
新北市,三峽區,透天厝,2025Q2,7,27.26,46.09,97,12.6%
臺北市,松山區,住宅大樓,2025Q3,139,99.82,112.43,112,11.9%
高雄市,鼓山區,住宅大樓,2025Q1,157,36.28,41.99,118,11.4%
臺南市,新營區,住宅大樓,2025Q2,30,20.81,22.26,110,14.2%
新北市,新店區,透天厝,2024Q4,24,42.94,57.58,96,16.2%
臺中市,中區,住宅大樓,2025Q3,30,25.49,32.82,129,18%
臺中市,北屯區,公寓,2025Q3,22,23.35,30.36,107,18.2%
高雄市,新興區,公寓,2024Q3,15,20.01,27.47,79,9.1%
臺南市,善化區,透天厝,2024Q1,64,31.94,37.29,140,13.4%
臺中市,中區,公寓,2024Q4,1,20.25,30.54,NULL,NULL
桃園市,桃園區,住宅大樓,2025Q3,520,35.04,38.53,125,12.6%
臺中市,大雅區,透天厝,2025Q2,30,35.24,43.49,160,15.6%
新北市,泰山區,住宅大樓,2024Q1,134,47.07,45.04,88,9.1%
桃園市,平鎮區,住宅大樓,2025Q4,63,27.1,29.22,134,13.5%
新北市,樹林區,透天厝,2025Q2,16,48.72,62.51,170,24.8%
新北市,中和區,公寓,2024Q3,214,45.67,54.3,85,13.5%
臺中市,中區,公寓,2025Q4,2,7.36,30.91,NULL,NULL
高雄市,仁武區,透天厝,2025Q1,86,36.39,42.64,119,13.7%
臺南市,新市區,公寓,2024Q2,1,32.75,27.82,NULL,NULL
高雄市,鳳山區,透天厝,2024Q2,194,33.52,47.04,94,13.3%
高雄市,楠梓區,透天厝,2025Q2,51,30.93,49.74,134,17.1%
臺中市,太平區,住宅大樓,2025Q4,69,30.57,33.88,156,12.4%
臺南市,新營區,透天厝,2024Q3,70,21.87,30.6,92,15.4%
桃園市,中壢區,透天厝,2024Q1,204,37.71,51.87,127,16%
臺南市,中西區,住宅大樓,2025Q1,93,26.33,31.82,104,16%
新北市,新店區,透天厝,2025Q4,10,30.31,55.34,164,15.3%
新北市,深坑區,公寓,2025Q3,3,29.99,34.37,112,25.2%
新北市,淡水區,公寓,2025Q1,59,21.3,28.17,111,17.5%
臺北市,北投區,住宅大樓,2025Q1,155,70.16,73.19,104,12%
臺南市,安平區,透天厝,2025Q1,24,30.65,40.17,112,12.2%
新北市,鶯歌區,透天厝,2024Q1,19,32.22,46.23,105,12.8%
臺中市,神岡區,透天厝,2024Q4,38,35.04,40.26,131,14.8%
臺北市,信義區,公寓,2024Q1,91,67.9,81.77,109,12%
高雄市,岡山區,透天厝,2025Q2,45,32.49,44.7,147,18.8%
高雄市,鳳山區,公寓,2024Q4,64,16.93,22.91,113,20.6%
臺北市,大同區,住宅大樓,2024Q2,191,85.7,91.29,81,10.1%
臺北市,萬華區,公寓,2025Q2,54,48.79,63.22,84,16.6%
桃園市,桃園區,公寓,2025Q1,50,21.93,32.27,107,18.5%
臺北市,萬華區,透天厝,2025Q2,6,74.19,128.72,54,16%
臺中市,豐原區,公寓,2025Q2,4,20.43,26.71,187,15.6%
新北市,五股區,住宅大樓,2024Q3,199,45.33,44.08,70,8.6%
桃園市,龜山區,住宅大樓,2025Q1,233,42.29,44.48,113,13.5%
高雄市,三民區,透天厝,2025Q1,78,38.03,50.91,132,18.9%
高雄市,苓雅區,公寓,2025Q4,26,18.05,22.5,127,21.5%
臺北市,中山區,透天厝,2025Q4,1,176.1,204.9,NULL,NULL
臺南市,新營區,透天厝,2025Q4,33,21.32,28.48,140,17.7%
桃園市,八德區,透天厝,2024Q1,120,29.55,41.79,131,14.6%
高雄市,鼓山區,透天厝,2024Q1,33,37.78,52.61,97,16.3%
臺南市,仁德區,住宅大樓,2024Q4,47,27.41,30.89,103,10.3%
新北市,淡水區,住宅大樓,2024Q4,566,33.74,36.22,90,10.5%
臺中市,龍井區,透天厝,2025Q2,34,23.45,38.3,110,15.6%
臺南市,永康區,住宅大樓,2024Q2,539,29.98,29.99,96,10.6%
臺中市,北區,透天厝,2025Q3,33,47.69,61.12,129,18.5%
桃園市,大園區,透天厝,2025Q3,23,29.97,40.2,169,21.9%
臺中市,龍井區,公寓,2025Q3,5,18.38,28.56,134,13.5%
新北市,五股區,透天厝,2025Q1,2,36.38,54.47,144,3.6%
新北市,八里區,公寓,2025Q3,1,16.35,27.78,NULL,NULL
新北市,深坑區,住宅大樓,2024Q1,28,37.2,38.99,86,14.6%
高雄市,前金區,住宅大樓,2025Q4,34,30.9,37.91,161,13.6%
臺南市,佳里區,透天厝,2025Q1,50,22.91,29.09,98,10.4%
桃園市,平鎮區,透天厝,2025Q4,37,28.36,41.13,118,17.4%
高雄市,小港區,住宅大樓,2024Q3,160,25.94,27.04,62,9.4%
高雄市,新興區,公寓,2025Q2,8,21.64,28.07,105,11.1%
新北市,五股區,住宅大樓,2025Q4,48,40.23,44.84,133,9.4%
新北市,新店區,透天厝,2024Q3,43,41.84,56.82,120,16.5%
臺南市,新化區,住宅大樓,2024Q2,35,27.23,28.89,89,8.8%
高雄市,三民區,公寓,2024Q4,91,18.41,23.48,107,14.8%
桃園市,大園區,住宅大樓,2025Q3,74,33.7,41.33,139,12.5%
臺中市,北區,公寓,2025Q4,24,20.47,29.24,151,17.8%
臺北市,中正區,公寓,2024Q2,46,75.24,93.21,76,12.3%
高雄市,左營區,透天厝,2025Q3,23,48.8,56.96,159,18%
高雄市,鼓山區,住宅大樓,2025Q3,144,35.31,41.78,136,13%
臺南市,南區,透天厝,2025Q4,25,26.44,38.42,134,22.2%
臺中市,大雅區,住宅大樓,2025Q3,20,33.47,34.2,130,14.8%
臺中市,潭子區,公寓,2024Q1,2,23.07,25.02,219,17.3%
臺北市,松山區,透天厝,2025Q3,1,148.32,180.55,NULL,NULL
臺中市,北區,公寓,2025Q1,53,24.39,31.03,121,17.3%
桃園市,龜山區,透天厝,2024Q1,31,27.22,47.06,127,15.8%
高雄市,新興區,透天厝,2025Q4,5,37.85,63.66,145,18.1%
新北市,三重區,透天厝,2025Q3,16,54.05,95.17,129,18.3%
高雄市,前鎮區,住宅大樓,2025Q1,180,32.78,32.27,117,12%
高雄市,小港區,公寓,2025Q2,29,13.73,19.07,104,24.3%
臺南市,東區,住宅大樓,2024Q4,151,30.67,33.04,97,13.9%
桃園市,桃園區,透天厝,2025Q3,40,36.34,57.49,162,23.5%
臺南市,北區,公寓,2024Q2,24,16.44,24.73,155,13%
桃園市,大園區,公寓,2025Q1,11,19.45,24.16,123,17.3%
高雄市,前金區,住宅大樓,2024Q3,124,31.33,36.56,66,9.8%
臺南市,新營區,公寓,2024Q4,12,11.6,16.09,36,16.2%
桃園市,平鎮區,透天厝,2024Q3,144,29.68,42.88,100,14.7%
桃園市,平鎮區,透天厝,2025Q1,115,29.61,41.04,124,15.2%
高雄市,鳳山區,公寓,2024Q3,68,17.8,22.62,96,13.9%
臺中市,烏日區,住宅大樓,2024Q2,169,36.85,37.39,77,8.1%
臺南市,仁德區,住宅大樓,2025Q4,34,28.77,28.2,160,13.9%
臺北市,南港區,公寓,2025Q1,22,59.82,82.21,139,14.1%
新北市,三重區,住宅大樓,2025Q4,112,60.57,66.15,121,11.6%
高雄市,仁武區,公寓,2025Q2,4,13.7,22.98,45,16.1%
臺中市,南區,透天厝,2025Q2,13,39.59,56.21,108,13.4%
桃園市,平鎮區,公寓,2025Q1,19,16.36,23.31,122,20.3%
高雄市,鹽埕區,公寓,2024Q2,10,16.45,24.85,82,11.9%
臺北市,信義區,透天厝,2025Q3,2,94.37,101.69,264,11.1%
新北市,鶯歌區,公寓,2025Q4,3,20.39,28.58,174,21.6%
高雄市,左營區,住宅大樓,2025Q4,133,31.47,35.47,156,13.7%
臺南市,北區,公寓,2025Q2,8,20.23,20.17,74,16.1%
臺中市,大雅區,透天厝,2024Q3,41,35.85,43.51,107,11.1%
臺中市,中區,公寓,2024Q3,4,21.13,38.16,71,23.1%
臺中市,西屯區,公寓,2024Q1,50,25,33.35,110,13.4%
臺南市,北區,住宅大樓,2024Q4,89,31.98,35.32,91,12.7%
臺北市,信義區,公寓,2025Q2,61,72.25,85.33,123,14.1%
高雄市,仁武區,透天厝,2025Q3,64,32.29,41.68,148,18.3%
高雄市,新興區,公寓,2024Q2,16,16.82,27.27,130,11.8%
臺南市,南區,透天厝,2025Q1,57,29.27,40.74,89,15.6%
新北市,板橋區,透天厝,2024Q4,15,91.02,109.48,123,14.5%
新北市,三重區,公寓,2025Q1,140,45.77,59.4,114,17%
臺南市,新市區,住宅大樓,2025Q2,44,27.39,33.65,136,9.5%
臺北市,北投區,住宅大樓,2025Q4,62,71.94,74.55,123,12.2%
新北市,永和區,住宅大樓,2025Q1,133,69.15,73.73,96,12.2%
臺南市,佳里區,住宅大樓,2024Q4,19,21.95,25.76,43,11.1%
臺北市,北投區,公寓,2025Q4,29,48.92,59.53,98,14.9%
新北市,新店區,住宅大樓,2025Q4,125,57.33,60.62,112,10.9%
臺南市,歸仁區,透天厝,2025Q2,20,22.08,37.58,153,15.2%
高雄市,鳳山區,透天厝,2024Q1,160,35.56,46.06,111,14.7%
臺中市,大里區,住宅大樓,2025Q2,112,30.94,34.29,128,11.2%
新北市,林口區,公寓,2025Q1,13,25.89,40.47,68,12.9%
臺南市,安南區,住宅大樓,2024Q1,282,30.99,32.54,91,10.2%
臺北市,中山區,住宅大樓,2024Q1,500,87.03,95.74,104,10.6%
臺北市,大同區,透天厝,2024Q1,21,159.9,162.72,NULL,NULL
桃園市,蘆竹區,公寓,2025Q3,4,16.73,25.75,126,27.1%
新北市,新莊區,住宅大樓,2024Q1,693,52.58,53.82,89,8.9%
高雄市,橋頭區,透天厝,2024Q3,36,29.49,40.72,88,12%
高雄市,楠梓區,住宅大樓,2024Q1,1103,28.59,28.42,104,8%
臺南市,仁德區,公寓,2024Q3,1,14.97,30.27,19,19.1%
臺北市,內湖區,住宅大樓,2025Q3,181,80.38,85.48,92,11.7%
臺中市,南屯區,透天厝,2025Q4,16,48.8,60.26,163,24.9%
臺中市,西區,住宅大樓,2025Q1,171,33.93,40.17,110,11.5%
臺南市,南區,公寓,2025Q3,25,14.67,21.51,137,18.7%
高雄市,鼓山區,公寓,2025Q3,23,17.3,23.09,109,19.5%
臺中市,南屯區,公寓,2025Q1,5,22.52,35.71,204,14.6%
桃園市,桃園區,公寓,2025Q4,27,20.85,31.41,146,17.5%
臺北市,士林區,住宅大樓,2025Q2,123,82.99,91.42,125,12.2%
高雄市,鼓山區,透天厝,2024Q4,25,36.94,52.82,125,18.8%
臺北市,士林區,公寓,2025Q2,85,59.62,71,113,14.6%
高雄市,前金區,透天厝,2024Q1,9,38.98,49.27,134,14.3%
新北市,三峽區,住宅大樓,2024Q1,365,45.16,40.52,108,9%
新北市,泰山區,住宅大樓,2024Q2,124,48,46.58,66,8.6%
新北市,八里區,住宅大樓,2024Q1,187,29.11,33.03,90,11%
臺南市,永康區,公寓,2025Q3,10,13.5,21.3,130,15.6%
臺中市,東區,透天厝,2025Q1,23,45.75,56.94,138,12%
高雄市,小港區,透天厝,2025Q4,27,26.38,35.05,176,16.2%
高雄市,橋頭區,住宅大樓,2025Q2,58,30.22,34.98,106,11.4%
臺中市,太平區,住宅大樓,2025Q1,176,33.07,35.99,110,11.5%
臺中市,南屯區,公寓,2024Q4,5,29.14,37.41,108,14.2%
臺中市,神岡區,住宅大樓,2024Q3,7,28.88,30.52,93,10.7%
臺南市,新市區,透天厝,2024Q3,30,30.02,39.91,101,16.4%
新北市,板橋區,公寓,2025Q4,65,42.01,54.86,158,16%
桃園市,楊梅區,住宅大樓,2024Q1,456,22.79,24.18,82,11.3%
高雄市,岡山區,透天厝,2024Q4,40,34.51,42.57,104,16.2%
高雄市,新興區,住宅大樓,2024Q3,162,30.32,35.1,83,11.7%
新北市,五股區,住宅大樓,2024Q4,148,43.08,44.66,79,10.6%
臺中市,東區,透天厝,2024Q4,26,49,58.86,139,15.6%
高雄市,三民區,公寓,2024Q3,100,18.7,23.34,96,15.7%
臺北市,北投區,公寓,2024Q4,72,50.44,61.45,88,13.7%
臺北市,北投區,透天厝,2025Q3,5,112.34,124.7,211,18.3%
臺中市,東區,住宅大樓,2025Q1,65,34.54,39.91,121,11%
臺北市,信義區,住宅大樓,2025Q4,59,108.28,114.78,149,13.1%
臺南市,佳里區,住宅大樓,2025Q1,11,22.2,24.34,85,14.5%
新北市,三峽區,透天厝,2024Q2,12,31.38,50.62,160,26.6%
臺南市,安南區,透天厝,2024Q2,335,31.47,37.08,102,14.5%
高雄市,左營區,住宅大樓,2024Q4,284,32.63,37.16,76,11.5%
新北市,五股區,住宅大樓,2025Q1,139,43.52,44.26,96,10.7%
桃園市,龜山區,公寓,2025Q3,54,20.77,28.01,106,17.8%
臺中市,東區,公寓,2025Q3,4,16.25,30.08,94,13.4%
臺中市,豐原區,住宅大樓,2024Q3,66,31.13,33.95,77,7.4%
臺南市,善化區,住宅大樓,2024Q3,52,32.39,35.19,68,8.9%
新北市,三重區,住宅大樓,2025Q2,251,62.09,65.67,111,12.3%
